car_name,car_price_in_rupees,kms_driven,fuel_type,city,year_of_manufacture
Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],₹ 8.45 Lakh,"35,829 km",Petrol,Mumbai,2018
Audi A4 2.0 TDI (143bhp),₹ 13.5 Lakh,"89,332 km",Diesel,Ahmedabad,2013
Audi Q7 45 TDI Technology Pack,₹ 54 Lakh,"22,000 km",Diesel,Kolkata,2019
Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],₹ 8.21 Lakh,"59,706 km",Diesel,Mumbai,2016
BMW X1 sDrive20d,₹ 8 Lakh,"75,000 km",Diesel,Ahmedabad,2011
Hyundai Elite i20 Magna Plus 1.4 CRDi,₹ 5.94 Lakh,"58,262 km",Diesel,Delhi,2018
Kia Sonet HTK Plus 1.5 AT,₹ 15.5 Lakh,"9,914 km",Diesel,Thane,2021
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],₹ 4.96 Lakh,"81,298 km",Petrol,Pune,2015
BMW X1 sDrive20d xLine,₹ 37.85 Lakh,"29,221 km",Diesel,Bangalore,2019
Hyundai Creta E Plus 1.6 Petrol,₹ 8.29 Lakh,"34,766 km",Petrol,Mumbai,2017
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.41 Lakh,"20,138 km",Petrol,Hyderabad,2014
Honda WR-V VX MT Petrol,₹ 6.49 Lakh,"47,000 km",Petrol,Kolkata,2017
Hyundai Grand i10 Sportz 1.2 Kappa VTVT Dual Tone,₹ 6.59 Lakh,"27,113 km",Petrol,Bangalore,2019
Maruti Suzuki Wagon R ZXI 1.2 AGS,₹ 6.99 Lakh,"7,506 km",Petrol,Bangalore,2020
Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],₹ 18.9 Lakh,"48,969 km",Diesel,Thane,2018
Honda Amaze 1.2 S MT Petrol [2018-2020],₹ 5.85 Lakh,"77,200 km",Petrol,Thane,2018
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],₹ 5.41 Lakh,"34,258 km",Petrol,Mumbai,2016
Hyundai Elite i20 Asta 1.2,₹ 4.46 Lakh,"54,136 km",Petrol,Kolkata,2015
Hyundai Elite i20 Magna Executive 1.2,₹ 6.75 Lakh,"28,000 km",Petrol,Ahmedabad,2017
Volkswagen Vento Comfortline Diesel AT,₹ 5.5 Lakh,"56,000 km",Diesel,Thane,2014
MG Hector Plus Sharp 1.5 Petrol Turbo DCT 6-STR,₹ 17 Lakh,"19,000 km",Petrol,Kolkata,2021
Maruti Suzuki Wagon R 1.0 VXI+ (O),₹ 4.67 Lakh,"84,065 km",Petrol,Pune,2018
Maruti Suzuki Ertiga VXi AT,₹ 10.45 Lakh,"37,523 km",Petrol,Mumbai,2019
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.06 Lakh,"64,942 km",CNG,Delhi,2017
Maruti Suzuki Vitara Brezza ZDi Plus,₹ 8.75 Lakh,"82,000 km",Diesel,Ahmedabad,2018
Hyundai i20 Magna 1.2,₹ 2.59 Lakh,"41,123 km",Petrol,Delhi,2011
Chevrolet Cruze LTZ AT,₹ 6.9 Lakh,"72,000 km",Diesel,Ahmedabad,2015
Maruti Suzuki Ritz Zxi BS-IV,₹ 3.21 Lakh,"65,247 km",Petrol,Delhi,2014
Honda Brio VX AT,₹ 5.75 Lakh,"56,861 km",Petrol,Ahmedabad,2017
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],₹ 5.45 Lakh,"41,100 km",Petrol,Ahmedabad,2018
Maruti Suzuki Wagon R 1.0 VXI,₹ 2.99 Lakh,"56,932 km",Petrol,Kolkata,2014
Toyota Camry Hybrid,₹ 18.9 Lakh,"20,000 km",Petrol,Kolkata,2017
Honda City VX CVT,₹ 14.5 Lakh,"4,275 km",Petrol,Thane,2021
Hyundai Elite i20 Sportz 1.2,₹ 5.91 Lakh,"20,281 km",Petrol,Mumbai,2017
Maruti Suzuki Baleno Delta 1.2,₹ 5.68 Lakh,"46,310 km",Petrol,Kolkata,2019
Maruti Suzuki Ritz Vxi BS-IV,₹ 2.5 Lakh,"60,000 km",Petrol,Kolkata,2014
Tata Nexon XT [2017-2019],₹ 6.9 Lakh,"16,449 km",Petrol,Kolkata,2018
Jeep Compass Limited Plus Petrol AT [2018-2020],₹ 18.75 Lakh,"27,000 km",Petrol,Mumbai,2019
Tata Tigor Revotron XZ,₹ 7.09 Lakh,"15,122 km",Petrol,Chennai,2021
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 5.69 Lakh,"5,221 km",Petrol,Bangalore,2015
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],₹ 5.95 Lakh,"35,000 km",Petrol,Thane,2016
Toyota Corolla Altis G AT Petrol,₹ 10.25 Lakh,"67,800 km",Petrol,Pallikarnai,2015
Hyundai Creta E Plus 1.6 Petrol,₹ 10.5 Lakh,"34,841 km",Petrol,Hyderabad,2018
Maruti Suzuki Ciaz S 1.4 MT,₹ 7.15 Lakh,"22,217 km",Petrol,Ahmedabad,2017
Tata Tiago XZ Plus,₹ 6.79 Lakh,"17,817 km",Petrol,Bangalore,2020
Kia Seltos HTX 1.5 [2020-2021],₹ 15.45 Lakh,"13,969 km",Petrol,Bangalore,2020
Hyundai i20 Asta (O) 1.2 MT,₹ 9.6 Lakh,"13,626 km",Petrol,Thane,2021
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.32 Lakh,"31,316 km",Petrol,Kolkata,2014
Maruti Suzuki Dzire VDi,₹ 7.25 Lakh,"7,050 km",Diesel,Thane,2018
Honda City 1.5 S MT,₹ 3.95 Lakh,"74,000 km",Petrol,Mumbai,2012
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],₹ 8.01 Lakh,"24,737 km",Petrol,Delhi,2019
Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],₹ 9.45 Lakh,"29,147 km",Diesel,Hyderabad,2019
Hyundai Creta E Plus 1.4 CRDI,₹ 9.7 Lakh,"48,976 km",Diesel,Pune,2017
Hyundai Creta SX Plus 1.6  Petrol,₹ 9.25 Lakh,"39,240 km",Petrol,Thane,2017
Maruti Suzuki Alto 800 Lxi,₹ 2.81 Lakh,"70,153 km",Petrol,Kolkata,2018
Hyundai Elite i20 Magna Executive 1.2,₹ 6.75 Lakh,"16,398 km",Petrol,Thane,2019
Honda Amaze 1.2 S i-VTEC,₹ 3.9 Lakh,"65,636 km",Petrol,Pune,2014
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 5.75 Lakh,"30,000 km",Petrol,Kolkata,2017
Hyundai i10 Magna 1.2 Kappa2,₹ 2.45 Lakh,"26,916 km",Petrol,Thane,2012
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 5.4 Lakh,"34,000 km",Petrol,Thane,2019
Hyundai Venue SX (O) 1.5 CRDi,₹ 11.5 Lakh,"16,100 km",Diesel,Ambattur,2021
Honda City SV CVT,₹ 6.5 Lakh,"36,623 km",Petrol,Thane,2015
Maruti Suzuki Eeco 5 STR WITH A/C+HTR CNG [2017-2019],₹ 6.45 Lakh,"1,374 km",CNG,Mumbai,2021
Honda City ZX CVT Petrol,₹ 15.9 Lakh,"12,372 km",Petrol,Hyderabad,2021
Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],₹ 8.5 Lakh,"10,200 km",Petrol,Kolkata,2020
Maruti Suzuki S-Presso VXi Plus,₹ 4.65 Lakh,"28,224 km",Petrol,Mumbai,2020
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.51 Lakh,"45,116 km",CNG,Pune,2017
Mercedes-Benz CLA 200 Petrol Sport,₹ 25.9 Lakh,"37,000 km",Petrol,Ahmedabad,2018
MG Hector Sharp 1.5 Petrol CVT,₹ 18.75 Lakh,"14,000 km",Petrol,Mumbai,2021
Honda City V CVT Petrol [2017-2019],₹ 7.3 Lakh,"59,053 km",Petrol,Ahmedabad,2017
Audi A4 2.0 TDI (143 bhp),₹ 15 Lakh,"73,562 km",Diesel,Hyderabad,2012
Mercedes-Benz GLE 350 d,₹ 38.5 Lakh,"75,176 km",Diesel,Hyderabad,2015
Toyota Corolla Altis VL AT Petrol,₹ 13.94 Lakh,"34,316 km",Petrol,Kolkata,2018
Hyundai Elite i20 Asta 1.2,₹ 7.79 Lakh,"42,825 km",Petrol,Bangalore,2018
Toyota Innova Crysta ZX 2.4 AT 7 STR,₹ 29.75 Lakh,"23,439 km",Diesel,Thane,2021
Jeep Grand Cherokee SRT [2016-2020],₹ 53 Lakh,"47,300 km",Petrol,Kolkata,2017
MG ZS EV Exclusive [2020-2021],₹ 19.19 Lakh,"57,946 km",Electric,Bangalore,2020
Mahindra Marazzo M6 Plus 8 STR,₹ 14.85 Lakh,"36,700 km",Diesel,Chennai,2021
Land Rover Range Rover Sport SE 3.0 Diesel [2018-2020],₹ 1.36 Crore,"36,000 km",Diesel,Bangalore,2019
Maruti Suzuki Wagon R 1.0 VXI,₹ 4.11 Lakh,"19,021 km",Petrol,Kolkata,2018
Toyota Etios Liva GD,₹ 5.4 Lakh,"65,243 km",Diesel,Bangalore,2013
Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],₹ 18.5 Lakh,"68,700 km",Diesel,Hyderabad,2020
MG Hector Sharp 2.0 Diesel [2019-2020],₹ 16.99 Lakh,"28,679 km",Diesel,Bangalore,2019
Tata Nexon XM,₹ 9.29 Lakh,"27,499 km",Petrol,Chennai,2020
Maruti Suzuki Vitara Brezza VDi,₹ 7 Lakh,"86,908 km",Diesel,Thane,2016
Volkswagen Passat 1.8L TSI,₹ 3.35 Lakh,"55,460 km",Petrol,Kolkata,2010
Ford EcoSport Titanium 1.5L Ti-VCT AT,₹ 6.79 Lakh,"54,310 km",Petrol,Mumbai,2017
Honda City ZX CVT Petrol [2017-2019],₹ 10.09 Lakh,"58,165 km",Petrol,Pune,2017
Mercedes-Benz GLE 300d 4MATIC LWB,₹ 86 Lakh,"34,000 km",Diesel,Pune,2020
Kia Sonet GTX Plus 1.0 iMT [2020-2021],₹ 12.5 Lakh,"12,800 km",Petrol,Ahmedabad,2022
Hyundai Accent Executive,₹ 2.7 Lakh,"57,704 km",Petrol,Hyderabad,2011
Honda City ZX CVT Petrol,₹ 16.06 Lakh,"6,116 km",Petrol,Pune,2022
Honda Brio S MT,₹ 2.95 Lakh,"81,000 km",Petrol,Noida,2013
MG Astor Sharp 1.5 MT,₹ 15.49 Lakh,"2,200 km",Petrol,Bangalore,2022
Mahindra Marazzo M2 8 STR,₹ 11.36 Lakh,"9,238 km",Diesel,Kolkata,2021
Hyundai Verna Fluidic 1.6 VTVT SX,₹ 3.91 Lakh,"84,344 km",Petrol,Delhi,2013
Tata Harrier XZ [2019-2020],₹ 16.95 Lakh,"47,082 km",Diesel,Bangalore,2019
Hyundai i20 Asta 1.2,₹ 4.3 Lakh,"41,429 km",Petrol,Pune,2012
Hyundai Xcent SX 1.1 CRDi (O),₹ 5 Lakh,"73,000 km",Diesel + 1,Thiruvallur,2015
Maruti Suzuki Swift VDi,₹ 6.1 Lakh,"62,000 km",Diesel,Thane,2017
Ford EcoSport Trend 1.5 TDCi,₹ 4.51 Lakh,"74,529 km",Diesel,Kolkata,2014
Skoda Rapid TSI Style AT,₹ 11.25 Lakh,"46,807 km",Petrol,Bangalore,2020
Hyundai Grand i10 Sportz (O) AT 1.2 Kappa VTVT [2017-2018],₹ 5.7 Lakh,"25,971 km",Petrol,Thane,2017
Maruti Suzuki Dzire VXi,₹ 6.11 Lakh,"43,100 km",Petrol,Ahmedabad,2018
MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,₹ 42.85 Lakh,"20,264 km",Diesel,Thane,2021
Maruti Suzuki Ciaz ZXi  AT,₹ 6.5 Lakh,"75,000 km",Petrol,Thane,2016
Honda City V,₹ 8.15 Lakh,"20,580 km",Petrol,Kolkata,2019
Hyundai Creta 1.6 S Petrol,₹ 11.67 Lakh,"28,596 km",Petrol,Delhi,2019
Honda Amaze 1.2 SX i-VTEC,₹ 5.09 Lakh,"48,333 km",Petrol,Bangalore,2014
Mahindra XUV500 W6 AT,₹ 9.5 Lakh,"74,000 km",Diesel,Ahmedabad,2017
Toyota Corolla H2 1.8E,₹ 2 Lakh,"1,40,000 km",Petrol,Pallikarnai,2005
Maruti Suzuki Vitara Brezza VDi,₹ 7.4 Lakh,"42,000 km",Diesel,Thane,2016
Honda Jazz V AT Petrol,₹ 5.9 Lakh,"26,786 km",Petrol,Mumbai,2016
Maruti Suzuki Celerio VXi,₹ 4.43 Lakh,"36,415 km",Petrol,Pune,2016
Mercedes-Benz GLE 250 d,₹ 54 Lakh,"42,000 km",Diesel,Pune,2018
Honda City ZX CVT Petrol,₹ 15.11 Lakh,"7,747 km",Petrol,Mumbai,2021
Maruti Suzuki Swift ZXi,₹ 7.34 Lakh,"18,619 km",Petrol,Pune,2019
Mercedes-Benz GLE 350 d,₹ 47 Lakh,"55,000 km",Diesel,Ahmedabad,2017
Hyundai i10 Sportz 1.2 AT Kappa2,₹ 3.45 Lakh,"36,000 km",Petrol,Mumbai,2012
Renault Kwid 1.0 RXT [2016-2019],₹ 4.75 Lakh,"2,066 km",Petrol,Mumbai,2020
Audi Q2 Premium Plus I 40 TFSI quattro,₹ 30.5 Lakh,"10,700 km",Petrol,Ahmedabad,2020
Maruti Suzuki Dzire VXi AMT,₹ 6.6 Lakh,"48,000 km",Petrol,Thane,2018
Maruti Suzuki Baleno Delta 1.2,₹ 4.98 Lakh,"48,702 km",Petrol,Delhi,2016
Honda City V,₹ 6.75 Lakh,"87,693 km",Petrol,Pune,2016
Tata Nexon XMA (S),₹ 10.25 Lakh,"14,836 km",Petrol,Ahmedabad,2021
Tata Harrier Kaziranga XZA Plus,₹ 22.9 Lakh,"16,000 km",Diesel,Ahmedabad,2022
Hyundai Elite i20 Asta 1.2,₹ 7.21 Lakh,"53,864 km",Petrol,Bangalore,2018
Hyundai Elite i20 Sportz 1.2,₹ 8.39 Lakh,"14,546 km",Petrol,Bangalore,2019
Honda Amaze 1.2 VX i-VTEC,₹ 5.05 Lakh,"87,150 km",Petrol,Pune,2017
Maruti Suzuki Celerio VXi CNG [2017-2019],₹ 5.25 Lakh,"50,889 km",CNG,Pune,2018
Toyota Etios G,₹ 2.75 Lakh,"70,000 km",Petrol,Noida,2011
Audi A4 35 TDI Premium Plus,₹ 32.75 Lakh,"47,555 km",Diesel,Bangalore,2018
Datsun redi-GO T [2016-2019],₹ 2.7 Lakh,"63,225 km",Petrol,Hyderabad,2016
Mahindra KUV100 NXT K6 Plus 6 STR [2017-2020],₹ 4.92 Lakh,"60,132 km",Petrol,Kolkata,2020
BMW 5 Series 520d Luxury Line,₹ 20.99 Lakh,"42,465 km",Diesel,Kolkata,2016
Mercedes-Benz C-Class 220 BlueEfficiency,₹ 10.95 Lakh,"64,304 km",Diesel,Kolkata,2013
Audi A6 35 TDI Matrix,₹ 24 Lakh,"79,059 km",Diesel,Ahmedabad,2016
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT CNG,₹ 7.25 Lakh,"18,590 km",CNG,Thane,2021
Hyundai Creta 1.6 SX Plus,₹ 8.75 Lakh,"75,000 km",Diesel,Delhi,2016
Jeep Compass Longitude 2.0 Diesel [2017-2020],₹ 14.99 Lakh,"70,400 km",Diesel,Bangalore,2017
Honda City V Petrol [2017-2019],₹ 7.6 Lakh,"79,938 km",Petrol,Thane,2017
Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],₹ 13 Lakh,"70,000 km",Diesel,Hyderabad,2019
MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,₹ 41.99 Lakh,"24,600 km",Diesel,Bangalore,2020
Maruti Suzuki Baleno Alpha 1.2,₹ 5.24 Lakh,"56,800 km",Petrol,Delhi,2016
Maruti Suzuki Vitara Brezza VDi,₹ 8.25 Lakh,"48,174 km",Diesel,Thane,2018
Volkswagen Polo GT TSI,₹ 9.25 Lakh,"52,000 km",Petrol,Hyderabad,2019
Renault Captur RXT Petrol Dual Tone,₹ 6.9 Lakh,"34,000 km",Petrol,Mumbai,2018
BMW X1 sDrive20d M Sport,₹ 39 Lakh,"16,000 km",Diesel,Hyderabad,2019
Maruti Suzuki Ritz Vdi BS-IV,₹ 3.45 Lakh,"92,000 km",Diesel,Hyderabad,2012
Maruti Suzuki Alto 800 Lxi,₹ 2.69 Lakh,"70,661 km",Petrol,Pune,2015
Hyundai Verna SX 1.5 VTVT,₹ 11.5 Lakh,"11,000 km",Petrol,Kolkata,2021
Maruti Suzuki Swift DZire ZDI,₹ 5.5 Lakh,"89,000 km",Diesel,Chennai,2014
Ford Endeavour Titanium 3.2 4x4 AT,₹ 31.43 Lakh,"45,000 km",Diesel,Delhi,2018
Mercedes-Benz GLA 200 Sport,₹ 21.75 Lakh,"53,000 km",Petrol,Mumbai,2017
Nissan Terrano XL (D),₹ 5.75 Lakh,"85,000 km",Diesel,Mumbai,2015
Maruti Suzuki Swift VXi,₹ 3.34 Lakh,"46,000 km",Petrol,Ahmedabad,2012
Maruti Suzuki Dzire VXi,₹ 6.75 Lakh,"45,000 km",Petrol,Kolkata,2021
Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],₹ 13.41 Lakh,"48,381 km",Petrol,Thane,2018
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 4.82 Lakh,"20,225 km",Petrol,Delhi,2018
Toyota Corolla Altis VL AT Petrol,₹ 16.5 Lakh,"25,914 km",Petrol,Pune,2018
Mercedes-Benz GLE 250 d,₹ 55 Lakh,"50,012 km",Diesel,Ahmedabad,2018
MG Hector Smart 1.5 DCT Petrol [2019-2020],₹ 14.99 Lakh,"9,700 km",Petrol,Bangalore,2019
Kia Seltos GTX Plus AT 1.4 [2019-2020],₹ 18.65 Lakh,"8,000 km",Petrol,Mumbai,2021
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 6.2 Lakh,"47,452 km",Petrol,Ahmedabad,2016
Honda Jazz V Petrol,₹ 5.95 Lakh,"10,861 km",Petrol,Hyderabad,2016
Maruti Suzuki SX4 VXI CNG BS-IV,₹ 1.71 Lakh,"76,000 km",CNG,Delhi,2010
Maruti Suzuki A-Star VXI,₹ 2.95 Lakh,"15,000 km",Petrol,Ambattur,2013
Mahindra Marazzo M6 Plus 7 STR,₹ 11.37 Lakh,"10,616 km",Diesel,Kolkata,2020
Hyundai i20 Asta (O) 1.0 Turbo DCT,₹ 11.95 Lakh,"10,530 km",Petrol,Bangalore,2021
Honda Civic 1.8S MT,₹ 3.49 Lakh,"62,500 km",Petrol,Thane,2012
Kia Seltos GTX Plus 1.4 DCT,₹ 19.95 Lakh,"7,358 km",Petrol,Bangalore,2021
Citroen C5 Aircross Shine,₹ 35 Lakh,"27,000 km",Diesel,Hyderabad,2021
Honda City 1.5 V MT,₹ 3.1 Lakh,"95,000 km",Petrol,Mumbai,2010
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 4.15 Lakh,"36,234 km",Petrol,Kolkata,2018
Maruti Suzuki Alto 800 LXi CNG [2019-2020],₹ 3.89 Lakh,"54,765 km",CNG,Pune,2019
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.65 Lakh,"58,000 km",Petrol,Thane,2017
Hyundai Santro Sportz AMT [2018-2020],₹ 5.89 Lakh,"13,772 km",Petrol,Bangalore,2018
Hyundai Grand i10 Magna 1.2 Kappa VTVT CNG [2019-2020],₹ 7.78 Lakh,"8,423 km",CNG,Pune,2021
Ford Endeavour Titanium 3.2 4x4 AT,₹ 31.5 Lakh,"47,000 km",Diesel,Mumbai,2018
Hyundai Verna 1.6 CRDI SX (O),₹ 10.9 Lakh,"45,000 km",Diesel,Ahmedabad,2019
Mahindra Scorpio VLX 2WD Airbag BS-IV,₹ 6.15 Lakh,"1,27,000 km",Diesel,Hyderabad,2014
Honda City V,₹ 6.15 Lakh,"21,946 km",Petrol,Thane,2015
Hyundai Elite i20 Asta 1.4 (O) CRDi,₹ 5.51 Lakh,91 km,Diesel,Ahmedabad,2015
Ford EcoSport Titanium 1.5 TDCi,₹ 4.34 Lakh,"59,685 km",Diesel,Kolkata,2013
Skoda Superb L&K TSI AT,₹ 34.9 Lakh,"14,500 km",Petrol,Pune,2021
Maruti Suzuki Ertiga ZDI + SHVS,₹ 10.8 Lakh,"65,917 km",Diesel,Hyderabad,2018
Maruti Suzuki Wagon R VXi 1.0 [2019-2019],₹ 4.25 Lakh,"34,124 km",Petrol,Kolkata,2018
Maruti Suzuki Celerio VXi [2019-2020],₹ 4.86 Lakh,"25,834 km",Petrol,Delhi,2019
Maruti Suzuki Alto K10 LXi,₹ 2.36 Lakh,"58,073 km",Petrol,Delhi,2014
Maruti Suzuki Wagon R 1.0 VXi,₹ 3.57 Lakh,"52,002 km",Petrol,Bangalore,2013
Hyundai Tucson GLS 4WD AT Diesel,₹ 19.9 Lakh,"17,852 km",Diesel,Ahmedabad,2018
Volkswagen Tiguan Highline TDI,₹ 24.95 Lakh,"41,797 km",Diesel,Thane,2018
Jaguar XF 2.2 Diesel Luxury,₹ 19.5 Lakh,"36,000 km",Diesel,Kolkata,2014
Honda Amaze 1.2 S i-VTEC,₹ 5.21 Lakh,"37,206 km",Petrol,Pune,2016
Maruti Suzuki Wagon R 1.0 LXi CNG,₹ 3.35 Lakh,"1,06,900 km",CNG,Thane,2013
Hyundai Elite i20 Asta 1.2,₹ 6.4 Lakh,"46,000 km",Petrol,Thane,2017
BMW X4 xDrive20d M Sport X [2019-2020],₹ 62.5 Lakh,"13,600 km",Diesel,Ahmedabad,2020
Maruti Suzuki Vitara Brezza VDi,₹ 7.35 Lakh,"69,812 km",Diesel,Delhi,2018
Maruti Suzuki Vitara Brezza VDi,₹ 8.01 Lakh,"33,747 km",Diesel,Delhi,2019
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 3.6 Lakh,"36,122 km",Petrol,Kolkata,2015
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.75 Lakh,"38,447 km",Petrol,Thane,2019
Hyundai Elite i20 Sportz 1.2,₹ 6.35 Lakh,"18,000 km",Petrol,Thane,2017
Hyundai i10 Magna 1.2 Kappa2,₹ 2.95 Lakh,"63,000 km",Petrol,Mumbai,2013
Hyundai Grand i10 Nios Magna 1.2 Kappa VTVT,₹ 7.12 Lakh,"24,736 km",Petrol,Pune,2020
Ford Endeavour Titanium 3.2 4x4 AT,₹ 31.89 Lakh,"25,160 km",Diesel,Delhi,2018
Audi Q3 35 TDI Premium + Sunroof,₹ 21.5 Lakh,"76,840 km",Diesel,Hyderabad,2016
BMW X1 sDrive20i xLine,₹ 41.9 Lakh,"19,000 km",Petrol,Pune,2021
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.5 Lakh,"56,000 km",Petrol,Thane,2015
Hyundai i10 1.1L iRDE Magna Special Edition,₹ 3.59 Lakh,"26,250 km",Petrol,Delhi,2015
Hyundai i10 Magna,₹ 2.5 Lakh,"43,278 km",Petrol,Hyderabad,2008
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 12.75 Lakh,"58,676 km",Petrol,Mumbai,2018
Maruti Suzuki Dzire VXi,₹ 6.41 Lakh,"30,663 km",Petrol,Chennai,2019
Maruti Suzuki Swift DZire VXI,₹ 4.15 Lakh,"71,138 km",Petrol,Thane,2013
Ford EcoSport Titanium + 1.5L Ti-VCT AT [2019-2020],₹ 10.85 Lakh,"17,002 km",Petrol,Bangalore,2019
Skoda Yeti Active 2.0 TDI CR 4x2,₹ 3.49 Lakh,"86,000 km",Diesel,Ahmedabad,2012
Hyundai Santro Xing XG AT,₹ 3 Lakh,"74,000 km",Petrol,Pallikarnai,2007
Maruti Suzuki Alto K10 VXi,₹ 2.34 Lakh,"15,685 km",Petrol,Pune,2012
Tata Tiago XE,₹ 4 Lakh,"1,00,088 km",Petrol,Ambattur,2022
Mercedes-Benz GL 350 CDI,₹ 47 Lakh,"69,000 km",Diesel,Hyderabad,2015
Honda City E,₹ 5.3 Lakh,"69,000 km",Petrol + 1,Pallikarnai,2014
Maruti Suzuki Baleno Alpha 1.2,₹ 6.9 Lakh,"40,244 km",Petrol,Mumbai,2018
Ford EcoSport Titanium 1.5L Ti-VCT AT,₹ 8.29 Lakh,"35,724 km",Petrol,Bangalore,2017
Hyundai Tucson 2WD MT Diesel,₹ 7.61 Lakh,"12,030 km",Diesel,Delhi,2021
Maruti Suzuki Ciaz Sigma 1.4 MT,₹ 6.97 Lakh,"43,152 km",Petrol,Pune,2017
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 11.95 Lakh,"1,20,000 km",Diesel,Hyderabad,2017
MG Hector Sharp 1.5 DCT Petrol [2019-2020],₹ 18 Lakh,"21,105 km",Petrol,Hyderabad,2021
Honda Brio S MT,₹ 4.39 Lakh,"46,089 km",Petrol,Bangalore,2014
Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],₹ 4.92 Lakh,"18,568 km",Petrol,Chennai,2020
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 5.39 Lakh,"57,847 km",Petrol,Bangalore,2018
Volkswagen Vento Highline Diesel AT,₹ 6.35 Lakh,"58,436 km",Diesel,Mumbai,2015
Maruti Suzuki Swift VXi,₹ 4.9 Lakh,"52,000 km",Petrol,Ahmedabad,2015
Volkswagen Vento Highline Plus 1.0L TSI Automatic,₹ 13.5 Lakh,"30,788 km",Petrol,Hyderabad,2021
Honda Amaze 1.5 S i-DTEC,₹ 4.5 Lakh,"90,354 km",Diesel,Hyderabad,2014
Kia Seltos HTE 1.5,₹ 10.75 Lakh,"11,870 km",Petrol,Chennai,2021
Toyota Corolla Altis 1.8 G L CNG,₹ 3.45 Lakh,"1,49,500 km",CNG,Thane,2010
Hyundai Xcent S 1.2 (O),₹ 4.75 Lakh,"44,000 km",Petrol,Ahmedabad,2015
Hyundai Santa Fe 2WD MT [2014-2017],₹ 16.25 Lakh,"55,545 km",Diesel,Bangalore,2015
Tata Tiago Revotron XT [2016-2019],₹ 4.45 Lakh,"57,000 km",Petrol,Noida,2018
Skoda Rapid Style 1.5 TDI AT,₹ 8.25 Lakh,"1,23,000 km",Diesel,Hyderabad,2017
Maruti Suzuki Celerio VXi AMT ABS,₹ 4.45 Lakh,"24,595 km",Petrol,Mumbai,2016
Maruti Suzuki Ritz Zxi BS-IV,₹ 3.25 Lakh,"49,000 km",Petrol,Mumbai,2012
Tata Safari XZA Plus Adventure,₹ 24 Lakh,"16,600 km",Diesel,Hyderabad,2021
Maruti Suzuki Ciaz Alpha 1.4 MT,₹ 9.23 Lakh,"30,830 km",Petrol,Pune,2018
Maruti Suzuki Wagon R 1.0 LXI CNG (O),₹ 4.65 Lakh,"72,000 km",CNG,Thane,2017
Audi A4 2.0 TDI (177bhp) Premium Plus,₹ 16.5 Lakh,"89,070 km",Diesel,Ahmedabad,2014
Mahindra XUV300 1.2 W6 [2019-2019],₹ 7.24 Lakh,"15,777 km",Petrol,Kolkata,2021
Skoda Kodiaq Style 2.0 TDI 4x4 AT,₹ 29.75 Lakh,"25,000 km",Diesel,Mumbai,2017
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 10.23 Lakh,"56,907 km",Diesel,Kolkata,2018
Toyota Innova Crysta ZX 2.4 AT 7 STR,₹ 31 Lakh,"33,500 km",Diesel,Hyderabad,2021
Maruti Suzuki Alto 800 Lxi,₹ 2.98 Lakh,"24,456 km",Petrol,Pune,2016
Volkswagen Vento Highline Diesel AT [2015-2016],₹ 7.9 Lakh,"48,000 km",Diesel,Ahmedabad,2016
